Unnamed: 0,微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,nb_interactivity,date,text_preprocessed,positive_prob,negative_prob,confidence,sentiment,error_sentiment,if_大V,if_官媒,if_自媒,if_个人用户
3130.0,J3JJo9s12,见识v,男,广东,142,10258,见识v:#建议因疫情回国留学生可入学高职高专##网友热评##搞笑# 这不就是让哈佛耶鲁的留学生回来上大专吗？这不就是让麻省理工的留学生回来学挖掘机、修机床吗？非洲兄弟来了读北清，留学生回来读高专！哈哈，首先留学生要能回得来啊，众所周知五个一政策：一个中国人一旦出国成为一个留学生就会一直买不到一张回国的机票这难道就是传说中的“本升专”三个选择:一建议免试进高职；二建议进入本科插班生，一年后转正；三建议国外留学生成绩转换制度，承认部分成绩。明明三个建议，媒体就抓了高职哈佛麻省的留学生能回来读蓝翔新东方啥的技校，那是善待你们啦，哈哈哈，都不要你们参加高考就能上取消五个一，增加航班，让留学生回来读大专回国的留学生如果不参加高考对国内的学生公平吗？很有建设性的提议了，标题媒体只会制造矛盾ps:以上来自网友热评，不代表本人态度 ,无,无,2020-05-26 19:00:00,vivo Z5x性能实力派,21,1,8,31,2020-05-26 00:00:00,建议因疫情回国留学生可入学高职高专网友热评搞笑 这不就是让哈佛耶鲁的留学生回来上大专吗？这不就是让麻省理工的留学生回来学挖掘机、修机床吗？非洲兄弟来了读北清，留学生回来读高专！哈哈，首先留学生要能回得来啊，众所周知五个一政策：一个中国人一旦出国成为一个留学生就会一直买不到一张回国的机票这难道就是传说中的本升专三个选择一建议免试进高职；二建议进入本科插班生，一年后转正；三建议国外留学生成绩转换制度，承认部分成绩。明明三个建议，媒体就抓了高职哈佛麻省的留学生能回来读蓝翔新东方啥的技校，那是善待你们啦，哈哈哈，都不要你们参加高考就能上取消五个一，增加航班，让留学生回来读大专回国的留学生如果不参加高考对国内的学生公平吗？很有建设性的提议了，标题媒体只会制造矛盾ps以上来自网友热评，不代表本人态度,0.212477,0.787524,0.52783,0,0,,,,
3131.0,J3JI6k7Fq,百合今悠悠,女,北京,178,245,百合今悠悠:五个一政策是什么鬼哦，卡也只是卡住没钱没势的普通人，有钱有权的还不是想咋样咋样，草民有急事也没法，cnm！  ,无,无,2020-05-26 18:57:00,iPhone客户端,9,1,0,11,2020-05-26 00:00:00,五个一政策是什么鬼哦，卡也只是卡住没钱没势的普通人，有钱有权的还不是想咋样咋样，草民有急事也没法，cnm！,0.000320219,0.9996799999999999,0.999288,0,0,,,,
3132.0,J3JEZARe9,学徒辫_JIN,女,北京,80,800,学徒辫_JIN:要被五个一政策搞疯了上两天班老了十岁的感觉 头昏脑涨大写加粗的无奈 再好的脾气每到月末都要被磨得敏感易怒  ,无,无,2020-05-26 18:50:00,OPPO R15x,2,0,0,3,2020-05-26 00:00:00,要被五个一政策搞疯了上两天班老了十岁的感觉 头昏脑涨大写加粗的无奈 再好的脾气每到月末都要被磨得敏感易怒,0.00069503,0.9993049999999999,0.9984559999999999,0,0,,,,
3133.0,J3JCA95GX,A股老玩童,男,广东,269,20002,A股老玩童:#国际客运航班五个一政策##留学生回国#：《民航局“五个一”规定一刀切，滞留海外国人进退两难》：赵立坚的说法有两大关键点：1、中方的航班没有按照美方的要求提前7天报备；2、只允许中方的航班飞、不允许美方的航班飞包机。。。说实在的，设身处地的想，在海外的人员都是进退两难了。。 http://t.cn/A62VauDR ,无,无,2020-05-26 18:44:00,微博 weibo.com,11,2,3,17,2020-05-26 00:00:00,国际客运航班五个一政策留学生回国：民航局五个一规定一刀切，滞留海外国人进退两难：赵立坚的说法有两大关键点：1、中方的航班没有按照美方的要求提前7天报备；2、只允许中方的航班飞、不允许美方的航班飞包机。。。说实在的，设身处地的想，在海外的人员都是进退两难了。。,0.05854630000000001,0.9414540000000001,0.8698969999999999,0,0,,,,
3134.0,J3JytmcHf,我我我是你的太阳吖,女,江苏,183,134,我我我是你的太阳吖:赞比亚现在社会反华情绪日益增长，一系列事情的发生，市长带头反华，我们的大使馆并没有任何实际的作为，这样下去事态只会更严重，在这里的中国人该怎么生存下去？民航的五个一政策让这么多中国人滞留在这里，想问一下五个一政策什么时候取消？ 赞比亚·卢萨卡  显示地图 原图 ,无,无,2020-05-26 18:33:00,🌞iPhone X,116,40,103,260,2020-05-26 00:00:00,赞比亚现在社会反华情绪日益增长，一系列事情的发生，市长带头反华，我们的大使馆并没有任何实际的作为，这样下去事态只会更严重，在这里的中国人该怎么生存下去？民航的五个一政策让这么多中国人滞留在这里，想问一下五个一政策什么时候取消？ 赞比亚·卢萨卡 显示地图 原图,0.000512458,0.9994879999999999,0.9988610000000001,0,0,,,,
3135.0,J3JwHqOVv,笑屁酱jiang,女,海外,221,245,笑屁酱jiang:我对五个一政策没有任何意见 禁了大部分外航我也没意见 毕竟我们这些小乖乖当时没有第一时间蜂拥回国原因之一也是不想给国家添麻烦  而且确实是得防止疫情再爆发虽然但是 一周一班航班机票能不能便宜点 经济舱三四万属实是过分了@中国民航网 @中国南方航空 @中国东方航空 @中国国际航空  ,无,无,2020-05-26 18:29:00,HUAWEI P20 Pro,20,0,13,34,2020-05-26 00:00:00,我对五个一政策没有任何意见 禁了大部分外航我也没意见 毕竟我们这些小乖乖当时没有第一时间蜂拥回国原因之一也是不想给国家添麻烦 而且确实是得防止疫情再爆发虽然但是 一周一班航班机票能不能便宜点 经济舱三四万属实是过分了,0.00957462,0.990425,0.978723,0,0,,,,
3136.0,J3Jw5nEVQ,优越留学,女,上海,461,14097,优越留学:【至臻·留学资讯】国内航司6月国际航班计划#英国留学# #留学# #国际客运航班五个一政策# #出国留学# #出国留学[超话]#  [组图共6张] 原图 ,无,无,2020-05-26 18:28:00,微博 weibo.com,0,0,0,1,2020-05-26 00:00:00,至臻·留学资讯国内航司6月国际航班计划英国留学 留学 国际客运航班五个一政策 出国留学 出国留学 原图,0.992957,0.00704268,0.98435,2,0,,,,
3137.0,J3JvS6hLC,关雅荻RunningBravely,男,北京,2335,291463,关雅荻RunningBravely:#海外疫情下的中国人# 一位被滞留在英国的硕士留学生的故事，经历了心理崩溃和自我觉醒，目前等待回国中。。。————我仅代表个人，反对明显不合理的“五个一”民航政策，这事无论谁定的，都希望能尽早修改，尽早陆续恢复正常商业航班。。。 补充：【数据说明为什么“五个一”政策明显过于不合理？】具体见数据见下图或统计微博：http://t.cn/A62ccir7【评论】「五个一」政策，究竟错在哪：http://t.cn/A62tDTmu [组图共3张] 原图 ,无,无,2020-05-26 18:27:00,拍Vlog的iPhone XR,83,18,4,106,2020-05-26 00:00:00,海外疫情下的中国人 一位被滞留在英国的硕士留学生的故事，经历了心理崩溃和自我觉醒，目前等待回国中。。。我仅代表个人，反对明显不合理的五个一民航政策，这事无论谁定的，都希望能尽早修改，尽早陆续恢复正常商业航班。。。 补充：数据说明为什么五个一政策明显过于不合理？具体见数据见下图或统计微博： 原图,0.00475152,0.9952479999999999,0.989441,0,0,,,,
3138.0,J3JvqhrA9,没有人中,女,海外,584,450,没有人中:真tm讽刺 #国际客运航班五个一政策#  原图 ,无,无,2020-05-26 18:26:00,iPhone客户端,25,1,9,36,2020-05-26 00:00:00,真tm讽刺 国际客运航班五个一政策 原图,0.000169248,0.9998309999999999,0.999624,0,0,,,,
3139.0,J3JqOgpAZ,凤凰周刊,男,北京,557,20153489,凤凰周刊:【民航局：#国际航班每周不超过134班#】民航局副局长吕尔学介绍#国际客运航班五个一政策#：一家航空公司在一个国家一条航线上仅保留每周一个航班。国际航班总量每周不超过134班。大幅调减国际航班是为了有效阻断境外输入疫情，保底最低水平的航空量是保障海外公民留学生的必要需求。http://t.cn/A6Z08A8d ,无,无,2020-05-26 18:15:00,微博 weibo.com,7499,95,1465,9060,2020-05-26 00:00:00,民航局：国际航班每周不超过134班民航局副局长吕尔学介绍国际客运航班五个一政策：一家航空公司在一个国家一条航线上仅保留每周一个航班。国际航班总量每周不超过134班。大幅调减国际航班是为了有效阻断境外输入疫情，保底最低水平的航空量是保障海外公民留学生的必要需求。,0.86961,0.13039,0.710244,2,0,,,,
3140.0,J3Jq0hbJe,关雅荻RunningBravely,男,北京,2335,291463,关雅荻RunningBravely:#海外疫情下的中国人# 一位在美国的朋友的来信。。。我仅代表个人，反对明显不合理的“五个一”民航政策，这事无论谁定的，都希望能尽早修改，尽早陆续恢复正常商业航班。。。 补充：【数据说明为什么“五个一”政策明显过于不合理？】具体见数据见下图或统计微博：http://t.cn/A62ccir7【评论】「五个一」政策，究竟错在哪：http://t.cn/A62tDTmu 原图 ,无,无,2020-05-26 18:13:00,拍Vlog的iPhone XR,29,10,2,42,2020-05-26 00:00:00,海外疫情下的中国人 一位在美国的朋友的来信。。。我仅代表个人，反对明显不合理的五个一民航政策，这事无论谁定的，都希望能尽早修改，尽早陆续恢复正常商业航班。。。 补充：数据说明为什么五个一政策明显过于不合理？具体见数据见下图或统计微博： 原图,0.00479482,0.9952049999999999,0.989345,0,0,,,,
3141.0,J3JnGnYgG,kardy__梦想家起航,男,广东,297,223,kardy__梦想家起航:#国际客运航班五个一政策#班主任，纽村这次考试名列前茅，请早日复航吧！我还等着圣诞回家啊！实在买不起几万块的机票  ,无,无,2020-05-26 18:07:00,微博 HTML5 版,1,0,0,2,2020-05-26 00:00:00,国际客运航班五个一政策班主任，纽村这次考试名列前茅，请早日复航吧！我还等着圣诞回家啊！实在买不起几万块的机票,0.243342,0.7566579999999999,0.45924,0,0,,,,
3142.0,J3Jei2cjn,大唐国际商旅,男,江苏,84,12279,大唐国际商旅:【重要！6月份主要航司国际航线计划】近期，国内航司陆续公布了6月最新的国际航班计划。从目前已公布的航班计划中可以看出，国内航司将继续延长“五个一”的政策直到6月30日，即一家航空公司在一个国家保留一条航线，一周最多有一个航班。  [组图共4张] 原图 ,无,无,2020-05-26 17:44:00,微博 weibo.com,1,0,0,2,2020-05-26 00:00:00,重要！6月份主要航司国际航线计划近期，国内航司陆续公布了6月最新的国际航班计划。从目前已公布的航班计划中可以看出，国内航司将继续延长五个一的政策直到6月30日，即一家航空公司在一个国家保留一条航线，一周最多有一个航班。 原图,0.9826030000000001,0.0173972,0.96134,2,0,,,,
3143.0,J3J2nAvF6,不负我卿,男,浙江,81,979,不负我卿:#五个一政策#1.当下情况，待着别动比疯了一样挤回国安全。2.国内疫情缓解不代表国内不会有病毒了，外来人口一多，照样疫情复发。3.你们不能回家，见不到父母很可怜，但我们过年也没能回家，没能和家人团聚。都是受疫情影响的人，彼此理解吧  ,无,无,2020-05-26 17:14:00,魅族 16 X 轻奢旗舰,1,0,0,2,2020-05-26 00:00:00,五个一政策1当下情况，待着别动比疯了一样挤回国安全。2国内疫情缓解不代表国内不会有病毒了，外来人口一多，照样疫情复发。3你们不能回家，见不到父母很可怜，但我们过年也没能回家，没能和家人团聚。都是受疫情影响的人，彼此理解吧,0.00358346,0.996417,0.9920370000000001,0,0,,,,
3144.0,J3IZBimlu,凯瑟琳yuuu,女,海外,576,248,凯瑟琳yuuu:#国际客运航班五个一政策# 有个问题，9月底10月初的飞机票仍旧很贵➕票量少，如果下学期autumn term不改网课的话，我要怎么买到票并飞回去上学  ,无,无,2020-05-26 17:08:00,iPhone 11,3,0,3,7,2020-05-26 00:00:00,国际客运航班五个一政策 有个问题，9月底10月初的飞机票仍旧很贵➕票量少，如果下学期autumn term不改网课的话，我要怎么买到票并飞回去上学,0.0222283,0.977772,0.9506040000000001,0,0,,,,
3145.0,J3IXpE2hT,火来rohourai-k,男,其他,168,270,火来rohourai-k:#国际客运航班五个一政策# 天上掉两万块钱让我回家叭  [组图共2张] 原图 ,无,无,2020-05-26 17:02:00,iPhone 6s,1,0,2,4,2020-05-26 00:00:00,国际客运航班五个一政策 天上掉两万块钱让我回家叭 原图,0.07104529999999999,0.928955,0.8421219999999999,0,0,,,,
3146.0,J3IUNpnWa,唐8璐,女,海外,217,690,唐8璐:惊! 4万块的机票! (伪装成标题党，聊聊五个一) #国际客运航班五个一政策#  ,无,无,2020-05-26 16:56:00,iPhone,0,0,0,1,2020-05-26 00:00:00,惊 4万块的机票 伪装成标题党，聊聊五个一 国际客运航班五个一政策,0.07271380000000001,0.927286,0.838414,0,0,,,,
3147.0,J3IT0nJaV,司馬土豆-,女,其他,130,217,司馬土豆-:本来要暑假复诊约拆板手术五个一政策没有票 一直安慰自己 万一有了呢现在还得再入境许可 还面临着再去读大专的风险/自闭/  ,无,无,2020-05-26 16:51:00,小飞的iPhone 11,1,0,1,3,2020-05-26 00:00:00,本来要暑假复诊约拆板手术五个一政策没有票 一直安慰自己 万一有了呢现在还得再入境许可 还面临着再去读大专的风险自闭,0.0761557,0.923844,0.830765,0,0,,,,
3148.0,J3IN2DaYU,法律人下山,男,湖南,3093,464,法律人下山:“五个一”政策：一航空公司、一个国家、一条航线、一周、一个航班。以后留学还是来香港吧，近，交通不受航班限制，教育水平平行英美一流高校。  ,无,无,2020-05-26 16:37:00,360安全浏览器,6,0,2,9,2020-05-26 00:00:00,五个一政策：一航空公司、一个国家、一条航线、一周、一个航班。以后留学还是来香港吧，近，交通不受航班限制，教育水平平行英美一流高校。,0.972686,0.027314299999999996,0.939301,2,0,,,,
3149.0,J3IJxb5xM,俄语口译杨杰Lisa,女,海外,1968,46750,俄语口译杨杰Lisa:成功经基辅-明斯克-呼和浩特回国的亲 @诩可a 投稿，纯经验贴，转给更多需要回国的朋友...#国际客运航班五个一政策#  [组图共9张] 原图 ,无,无,2020-05-26 16:28:00,微博 weibo.com,7,10,19,37,2020-05-26 00:00:00,成功经基辅明斯克呼和浩特回国的亲 投稿，纯经验贴，转给更多需要回国的朋友国际客运航班五个一政策 原图,0.954765,0.045234699999999996,0.8994780000000001,2,0,,,,
3150.0,J3IH2n5EA,心狠手辣椒酱,女,广东,46,148,心狠手辣椒酱:不知道大家都知道五个一政策不，挺替LXS们抱打不平的....  ,无,无,2020-05-26 16:22:00,iPhone客户端,3,0,9,13,2020-05-26 00:00:00,不知道大家都知道五个一政策不，挺替LXS们抱打不平的,0.24765500000000001,0.7523449999999999,0.449655,0,0,,,,
3151.0,J3IFmlwpT,阿bou,女,海外,575,478698,阿bou:唉，大概说一下疫情对我们这个在美国的普通小家庭的影响吧：虽然美国居家令这几个月疫情根本没有得到控制，好在zf说话算数，上个星期我们收到了来自川普发的补助金，每个大人1200刀，小孩500刀，2020年出生的猫猫不算，所以一共就是2900块。可是每天增加人数依然没有什么下降的趋势，很多老美又嚷嚷着要复工，令人很恐慌和头大。威力的姥姥姥爷一月份来美国照顾我生孩子坐月子，本来计划是四月底就回国的，结果国内防止境外输入的“五个一”政策导致他们早都买好的机票被cancel，后来又买了五月初的，六月初的机票，都陆陆续续被取消。真的是“长安不见使人愁”了现在的情况就是能回国的航班少之又少，转机都没有，直飞更是不要想，一张本来只要几千人民币的机票现在涨到好几万刀的天价，而且还买不到，也根本不知道这个状态要持续多久。他们的六个月签证马上就要过期了，又得向美国移民局提交延期申请。不过最主要的问题是爸爸吃的很多药只带够了三四个月的，我们后来向大使馆打电话求助，好在使馆的工作人员蛮负责的，给我们推荐了一个华人医生才开了处方买到药。和我们有相似情况的人非常非常多，本来父母只是来美探亲和孩子过个春节，没想到一不小心过到了中秋希望疫情赶紧过去，祖国能早日取消“五个一”政策，让滞留在海外的中国人尤其是那些留学生孩子们顺利回家不然我就再去看一遍战狼#国际客运航班五个一政策# [组图共4张] 原图 ,无,无,2020-05-26 16:18:00,在家隔离的iPhone XS,54,3,62,120,2020-05-26 00:00:00,唉，大概说一下疫情对我们这个在美国的普通小家庭的影响吧：虽然美国居家令这几个月疫情根本没有得到控制，好在zf说话算数，上个星期我们收到了来自川普发的补助金，每个大人1200刀，小孩500刀，2020年出生的猫猫不算，所以一共就是2900块。可是每天增加人数依然没有什么下降的趋势，很多老美又嚷嚷着要复工，令人很恐慌和头大。威力的姥姥姥爷一月份来美国照顾我生孩子坐月子，本来计划是四月底就回国的，结果国内防止境外输入的五个一政策导致他们早都买好的机票被cancel，后来又买了五月初的，六月初的机票，都陆陆续续被取消。真的是长安不见使人愁了现在的情况就是能回国的航班少之又少，转机都没有，直飞更是不要想，一张本来只要几千人民币的机票现在涨到好几万刀的天价，而且还买不到，也根本不知道这个状态要持续多久。他们的六个月签证马上就要过期了，又得向美国移民局提交延期申请。不过最主要的问题是爸爸吃的很多药只带够了三四个月的，我们后来向大使馆打电话求助，好在使馆的工作人员蛮负责的，给我们推荐了一个华人医生才开了处方买到药。和我们有相似情况的人非常非常多，本来父母只是来美探亲和孩子过个春节，没想到一不小心过到了中秋希望疫情赶紧过去，祖国能早日取消五个一政策，让滞留在海外的中国人尤其是那些留学生孩子们顺利回家不然我就再去看一遍战狼国际客运航班五个一政策 原图,0.333022,0.666978,0.25995,0,0,,,,
3152.0,J3IE6BZyn,纽太普newtype,男,上海,1219,69636,纽太普newtype:我最近看到最神的一个论断，就是有人说“五个一这种SB政策，都是因为公知的鼓吹才能执行的”。  ,无,无,2020-05-26 16:15:00,微博 weibo.com,121,2,17,141,2020-05-26 00:00:00,我最近看到最神的一个论断，就是有人说五个一这种SB政策，都是因为公知的鼓吹才能执行的。,0.10632899999999999,0.8936709999999999,0.763713,0,0,,,,
3153.0,J3IzzApsU,日出時分有下弦月,女,北京,414,156,日出時分有下弦月:针对留学生因疫情学业受到影响的五个一政策我真的惊呆了......就是说，即便你一常青藤的，毕业受影响。如果回国，选择就是大专、重新高考？太扯淡了吧....但我对出国留学的看法是..如果有机会有条件并且适合自己，那挤着门缝也要出去看看。  ,无,无,2020-05-26 16:03:00,iPhone客户端,7,0,4,12,2020-05-26 00:00:00,针对留学生因疫情学业受到影响的五个一政策我真的惊呆了就是说，即便你一常青藤的，毕业受影响。如果回国，选择就是大专、重新高考？太扯淡了吧但我对出国留学的看法是如果有机会有条件并且适合自己，那挤着门缝也要出去看看。,0.0872569,0.9127430000000001,0.806096,0,0,,,,
3154.0,J3IzwlCZ0,Weirdo-snm,女,河北,173,246,Weirdo-snm:#国际客运航班五个一政策#就知道评论里好多带节奏的  ,无,无,2020-05-26 16:03:00,微博搜索,1,0,1,3,2020-05-26 00:00:00,国际客运航班五个一政策就知道评论里好多带节奏的,0.769932,0.230068,0.488737,2,0,,,,
3155.0,J3IsjfhqC,红色的猪大大,男,浙江,171,10020,红色的猪大大:6.3 6.10 6.17以此类推+7天出发 商务舱 芝加哥/洛杉矶 转机两次飞厦门行李直挂无需签证 #回国机票##美国机票# #留学生回国##国际客运航班五个一政策#  ,无,无,2020-05-26 15:45:00,OPPO超视野全面屏R15,0,0,0,1,2020-05-26 00:00:00,63 610 617以此类推7天出发 商务舱 芝加哥洛杉矶 转机两次飞厦门行李直挂无需签证 回国机票美国机票 留学生回国国际客运航班五个一政策,0.978814,0.0211861,0.9529200000000001,2,0,,,,
3156.0,J3Is9uCtL,红色的猪大大,男,浙江,171,10020,红色的猪大大:6.5 6.12 6.19 6.26 纽约/旧金山出发 首尔转机一次 飞长春经济 #回国机票##美国机票##留学生回国##国际客运航班五个一政策#  ,无,无,2020-05-26 15:45:00,OPPO超视野全面屏R15,0,0,4,5,2020-05-26 00:00:00,65 612 619 626 纽约旧金山出发 首尔转机一次 飞长春经济 回国机票美国机票留学生回国国际客运航班五个一政策,0.931616,0.06838419999999999,0.848035,2,0,,,,
3157.0,J3Is0Eh9Z,红色的猪大大,男,浙江,171,10020,红色的猪大大:直飞 洛杉矶-厦门   7月27日    #回国机票##美国机票##留学生回国##国际客运航班五个一政策#  ,无,无,2020-05-26 15:45:00,OPPO超视野全面屏R15,0,0,3,4,2020-05-26 00:00:00,直飞 洛杉矶厦门 7月27日 回国机票美国机票留学生回国国际客运航班五个一政策,0.972168,0.0278317,0.9381520000000001,2,0,,,,
3158.0,J3IryAiXs,红色的猪大大,男,浙江,171,10020,红色的猪大大:6.3 6.10 6.17以此类推+7天出发 商务舱 芝加哥/洛杉矶 转机两次飞厦门行李直挂无需签证 #回国机票##美国机票# #留学生回国##国际客运航班五个一政策#  ,无,无,2020-05-26 15:44:00,OPPO超视野全面屏R15,0,0,0,1,2020-05-26 00:00:00,63 610 617以此类推7天出发 商务舱 芝加哥洛杉矶 转机两次飞厦门行李直挂无需签证 回国机票美国机票 留学生回国国际客运航班五个一政策,0.978814,0.0211861,0.9529200000000001,2,0,,,,
3159.0,J3IrhrF8B,阿肥今晚不睡觉,女,山东,130,272,阿肥今晚不睡觉:五个一政策新解嗯  [组图共2张] 原图 ,无,无,2020-05-26 15:43:00,iPhone客户端,4,0,0,5,2020-05-26 00:00:00,五个一政策新解嗯 原图,0.935416,0.06458430000000001,0.8564790000000001,2,0,,,,
3160.0,J3Ir7naIO,大肥肉炸了,男,海外,261,160,大肥肉炸了:一直觉得#国际客运航班五个一政策# 要不要放宽就像“爹妈快病死了，手上升职加薪项目要不要坚持”一样，没什么好讨论的，并不是哪哪都是合计代价的场合。（又是小孩子才谈道义了是么  ,无,无,2020-05-26 15:43:00,微博 weibo.com,2,0,0,3,2020-05-26 00:00:00,一直觉得国际客运航班五个一政策 要不要放宽就像爹妈快病死了，手上升职加薪项目要不要坚持一样，没什么好讨论的，并不是哪哪都是合计代价的场合。又是小孩子才谈道义了是么,0.000427281,0.9995729999999999,0.99905,0,0,,,,
3161.0,J3Ioj38pS,绘子Nance,女,山东,353,224,绘子Nance:6.3 6.10 6.17以此类推+7天出发 商务舱 芝加哥/洛杉矶 转机两次飞厦门行李直挂无需签证 5.2w-5.4w#回国机票##美国机票# #留学生回国##国际客运航班五个一政策#  ,无,无,2020-05-26 15:36:00,HUAWEI Mate 10 Pro,0,0,0,1,2020-05-26 00:00:00,63 610 617以此类推7天出发 商务舱 芝加哥洛杉矶 转机两次飞厦门行李直挂无需签证 52w54w回国机票美国机票 留学生回国国际客运航班五个一政策,0.975176,0.0248239,0.944836,2,0,,,,
3162.0,J3Inekxwm,羽毛老师育儿观,女,湖南,998,821455,羽毛老师育儿观:#五个一政策# #国际客运航班五个一政策# 不把高知当人看，真的就有前途吗？国内一片大骂：中国很好为什么要出国当香蕉人？用香蕉人来搞歧视，本质上就是在搞民族歧视，还是自家的民族。我相信很多人并不舍得孩子出国，但用林清玄的话说：有些种子要长出大树，有些种子要长成小草，还有些种子注定要开出美丽的花。有些孩子是要成为世界顶尖人才的，出国博学是必然要求。别盲目自信地觉得，清北世界无敌，并不是。还有些人，不断鼓吹，你造出来的每个核零件，都会成为攻打中国的一部分，言下之意是，你去国外学高精尖技术就是刽子手。大清朝亡了一百多年，有些人的思想还没解放？很多年前，有人出国留学，还在米国呆了20年，给米国造了无数核武器、核导弹，甚至研究出了火箭可以达到1万公里时速的理论。用浙大某教授的话来说，这个人一定罪该万死，因为他参与研究的不仅是零件，还是关键技术和创新技术，以后每个打在中国的导弹里都有他的贡献！应该马上立即派出杀手去杀了他才对。但不好意思，那个人是钱学森。没有他，中国也许现在还不能被称为军事强国。历史书明明告诉我们，闭关锁国，固步自封会严重阻滞社会的发展和进步。为什么到了21世纪，经济前进了200年，思想竟然倒退了100年。一个无法接纳、审慎、内省、客观、理性的群体，是无法在高层次上得到提升和发展的。傻子就不要再把自己的蠢拿出来秀了。 ,无,无,2020-05-26 15:33:00,微博 weibo.com,10,1,0,12,2020-05-26 00:00:00,五个一政策 国际客运航班五个一政策 不把高知当人看，真的就有前途吗？国内一片大骂：中国很好为什么要出国当香蕉人？用香蕉人来搞歧视，本质上就是在搞民族歧视，还是自家的民族。我相信很多人并不舍得孩子出国，但用林清玄的话说：有些种子要长出大树，有些种子要长成小草，还有些种子注定要开出美丽的花。有些孩子是要成为世界顶尖人才的，出国博学是必然要求。别盲目自信地觉得，清北世界无敌，并不是。还有些人，不断鼓吹，你造出来的每个核零件，都会成为攻打中国的一部分，言下之意是，你去国外学高精尖技术就是刽子手。大清朝亡了一百多年，有些人的思想还没解放？很多年前，有人出国留学，还在米国呆了20年，给米国造了无数核武器、核导弹，甚至研究出了火箭可以达到1万公里时速的理论。用浙大某教授的话来说，这个人一定罪该万死，因为他参与研究的不仅是零件，还是关键技术和创新技术，以后每个打在中国的导弹里都有他的贡献！应该马上立即派出杀手去杀了他才对。但不好意思，那个人是钱学森。没有他，中国也许现在还不能被称为军事强国。历史书明明告诉我们，闭关锁国，固步自封会严重阻滞社会的发展和进步。为什么到了21世纪，经济前进了200年，思想竟然倒退了100年。一个无法接纳、审慎、内省、客观、理性的群体，是无法在高层次上得到提升和发展的。傻子就不要再把自己的蠢拿出来秀了。,0.234474,0.765526,0.478947,0,0,,,,
3163.0,J3IigCr4h,美国侨报网,男,海外,705,606410,美国侨报网:【中国航空公司公布6月飞美国航班计划】3月29日起，中国民航“五个一”政策开始实施。即1家航空公司在1个国家保留1条航线，1周至多1个航班，国际航班大幅调整。中国航空公司最新公布的6月国际航班计划，涉及多条美国航线。详情：http://t.cn/A62VZqk4 #各航空公司国际航班调整计划表# #国际客运航班五个一政策# 原图 ,无,无,2020-05-26 15:21:00,360安全浏览器,19,7,11,38,2020-05-26 00:00:00,中国航空公司公布6月飞美国航班计划3月29日起，中国民航五个一政策开始实施。即1家航空公司在1个国家保留1条航线，1周至多1个航班，国际航班大幅调整。中国航空公司最新公布的6月国际航班计划，涉及多条美国航线。详情： 各航空公司国际航班调整计划表 国际客运航班五个一政策 原图,0.8672799999999999,0.13272,0.705067,2,0,,,,
3164.0,J3Ic1iLzN,一笑奈何又咋滴,女,北京,217,266657,一笑奈何又咋滴:我还说我还说有五个一政策航空公司干嘛还拼命给留学生卖明知很大几率取消的航班，原来这一卖一退一拖之间，宝贵的现金流就出来了 大理白族自治州·寂照庵  显示地图 原图 ,无,无,2020-05-26 15:05:00,三星Galaxy S10+,91,29,15,136,2020-05-26 00:00:00,我还说我还说有五个一政策航空公司干嘛还拼命给留学生卖明知很大几率取消的航班，原来这一卖一退一拖之间，宝贵的现金流就出来了 大理白族自治州·寂照庵 显示地图 原图,0.00014297,0.999857,0.999682,0,0,,,,
3165.0,J3I8rFivN,烧鸡玺欢磕盐,女,浙江,234,101,烧鸡玺欢磕盐:#国际客运航班五个一政策##五个一政策##民航局要求继续调减国际客运航班量##民航局# 我决定了如果我八月前还回不了国，我就去投奔亲戚  就地申请难民就当是5⃣️个0⃣️了 American·Illinois Champaign  显示地图 [组图共2张] 原图 ,无,#民航局#,2020-05-26 14:57:00,iPhone,12,1,10,24,2020-05-26 00:00:00,国际客运航班五个一政策五个一政策民航局要求继续调减国际客运航班量民航局 我决定了如果我八月前还回不了国，我就去投奔亲戚 就地申请难民就当是5⃣️个0⃣️了 American·Illinois Champaign 显示地图 原图,0.0469476,0.953052,0.8956719999999999,0,0,,,,
3166.0,J3I8pzbqz,UnNuevoComienzo,女,海外,83,96,UnNuevoComienzo:等到有一天  国内政策从五个一变成五个一百 可以接你回来但是不再允许出境 然后澳洲开学线下上课了 有些人（同一批）又开始嘲讽国家限制人身自由这些人怎么这么讨厌 要不你们去学个时光穿梭吧 👴就是你口中那个8月31号签证即将到期的那个同胞谢谢你担心哦  原图 ,无,无,2020-05-26 14:56:00,iPhone客户端,10,0,10,21,2020-05-26 00:00:00,等到有一天 国内政策从五个一变成五个一百 可以接你回来但是不再允许出境 然后澳洲开学线下上课了 有些人同一批又开始嘲讽国家限制人身自由这些人怎么这么讨厌 要不你们去学个时光穿梭吧 👴就是你口中那个8月31号签证即将到期的那个同胞谢谢你担心哦 原图,0.280465,0.719535,0.376745,0,0,,,,
